Date,Price,Change %
07/21/2011,71.21,0.13%
07/20/2011,71.12,-0.10%
07/19/2011,71.19,-0.17%
07/18/2011,71.31,0.11%
07/15/2011,71.23,0.03%
07/14/2011,71.21,-0.04%
07/13/2011,71.24,-0.41%
07/12/2011,71.53,0.49%
07/11/2011,71.18,0.35%
07/08/2011,70.93,-0.23%
07/07/2011,71.09,-0.11%
07/06/2011,71.17,0.11%
07/05/2011,71.09,0.00%
07/04/2011,71.09,-0.32%
07/01/2011,71.32,-0.28%
06/30/2011,71.52,-0.38%
06/29/2011,71.79,-0.39%
06/28/2011,72.07,0.03%
06/27/2011,72.05,0.08%
06/24/2011,71.99,0.08%
06/23/2011,71.93,0.14%
06/22/2011,71.83,0.11%
06/21/2011,71.75,-0.35%
06/20/2011,72.0,0.29%
06/17/2011,71.79,-0.08%
06/16/2011,71.85,0.31%
06/15/2011,71.63,0.05%
06/14/2011,71.595,-0.27%
06/13/2011,71.79,0.32%
06/10/2011,71.56,-0.03%
06/09/2011,71.58,0.07%
06/08/2011,71.53,0.07%
06/07/2011,71.48,-0.18%
06/06/2011,71.61,-0.11%
06/03/2011,71.69,-0.04%
06/02/2011,71.72,-0.04%
06/01/2011,71.75,-0.49%
05/31/2011,72.1,-0.05%
05/30/2011,72.135,-0.18%
05/27/2011,72.265,-0.31%
05/26/2011,72.49,-0.04%
05/25/2011,72.52,0.23%
05/24/2011,72.35,-0.03%
05/23/2011,72.37,0.55%
05/20/2011,71.975,0.02%
05/19/2011,71.96,-0.19%
05/18/2011,72.1,-0.21%
05/17/2011,72.25,0.00%
05/16/2011,72.25,0.65%
05/13/2011,71.785,-0.27%
05/12/2011,71.98,0.68%
05/11/2011,71.495,-0.13%
05/10/2011,71.59,0.04%
05/09/2011,71.56,-0.15%
05/06/2011,71.665,0.06%
05/05/2011,71.625,0.67%
05/04/2011,71.15,-0.14%
05/03/2011,71.25,0.45%
05/02/2011,70.93,0.26%
04/29/2011,70.745,-0.49%
04/28/2011,71.095,0.00%
04/27/2011,71.095,-0.18%
04/26/2011,71.225,0.07%
04/25/2011,71.175,0.26%
04/22/2011,70.99,0.00%
04/21/2011,70.99,0.10%
04/20/2011,70.92,-0.35%
04/19/2011,71.17,0.06%
04/18/2011,71.13,0.28%
04/15/2011,70.93,-0.39%
04/14/2011,71.21,0.00%
04/13/2011,71.21,0.25%
04/12/2011,71.03,0.00%
04/11/2011,71.03,0.74%
04/08/2011,70.51,-0.31%
04/07/2011,70.73,0.86%
04/06/2011,70.125,-1.34%
04/05/2011,71.08,-0.24%
04/04/2011,71.25,-0.14%
04/01/2011,71.35,0.00%
03/31/2011,71.35,-0.35%
03/30/2011,71.6,-0.07%
03/29/2011,71.65,-0.13%
03/28/2011,71.74,0.38%
03/25/2011,71.47,-0.18%
03/24/2011,71.6,-0.22%
03/23/2011,71.76,-0.26%
03/22/2011,71.945,-0.10%
03/21/2011,72.02,-0.24%
03/18/2011,72.19,-0.14%
03/17/2011,72.29,0.15%
03/16/2011,72.18,0.56%
03/15/2011,71.775,-0.46%
03/14/2011,72.105,-0.39%
03/11/2011,72.39,0.12%
03/10/2011,72.3,0.40%
03/09/2011,72.01,-0.17%
03/08/2011,72.13,0.07%
03/07/2011,72.08,0.14%
03/04/2011,71.98,-0.12%
03/03/2011,72.07,0.22%
03/02/2011,71.91,0.00%
03/01/2011,71.91,-0.70%
02/28/2011,72.42,-0.14%
02/25/2011,72.52,-0.33%
02/24/2011,72.76,1.59%
02/23/2011,71.62,-1.12%
02/22/2011,72.43,0.63%
02/21/2011,71.98,-0.46%
02/18/2011,72.31,-0.32%
02/17/2011,72.54,0.58%
02/16/2011,72.12,0.00%
02/15/2011,72.12,-0.01%
02/14/2011,72.13,-1.31%
02/11/2011,73.09,-0.11%
02/10/2011,73.17,0.55%
02/09/2011,72.77,0.41%
02/08/2011,72.47,0.49%
02/07/2011,72.12,-0.63%
02/04/2011,72.58,-0.55%
02/03/2011,72.98,-0.03%
02/02/2011,73.0,0.52%
02/01/2011,72.62,-0.36%
01/31/2011,72.88,0.34%
01/28/2011,72.63,0.71%
01/27/2011,72.12,-0.36%
01/26/2011,72.38,-1.05%
01/25/2011,73.15,0.08%
01/24/2011,73.09,0.14%
01/21/2011,72.99,0.19%
01/20/2011,72.85,0.16%
01/19/2011,72.73,0.11%
01/18/2011,72.65,-0.25%
01/17/2011,72.83,0.33%
01/14/2011,72.59,0.28%
01/13/2011,72.39,0.25%
01/12/2011,72.21,0.67%
01/11/2011,71.73,-1.36%
01/10/2011,72.72,0.14%
01/07/2011,72.62,0.32%
01/06/2011,72.39,-0.19%
01/05/2011,72.53,0.76%
01/04/2011,71.98,0.63%
01/03/2011,71.53,0.00%
12/31/2010,71.53,-0.56%
12/30/2010,71.93,-0.19%
12/29/2010,72.07,-0.11%
12/28/2010,72.15,-0.33%
12/27/2010,72.39,0.29%
12/24/2010,72.18,-0.12%
12/23/2010,72.27,0.18%
12/22/2010,72.14,-0.32%
12/21/2010,72.37,-0.54%
12/20/2010,72.76,0.29%
12/17/2010,72.55,0.00%
12/16/2010,72.55,-0.12%
12/15/2010,72.64,1.00%
12/14/2010,71.92,-0.40%
12/13/2010,72.21,0.17%
12/10/2010,72.09,-0.36%
12/09/2010,72.35,0.33%
12/08/2010,72.11,0.95%
12/07/2010,71.43,-0.71%
12/06/2010,71.94,-0.29%
12/03/2010,72.15,-0.41%
12/02/2010,72.45,-0.21%
12/01/2010,72.6,-1.10%
11/30/2010,73.41,-0.12%
11/29/2010,73.5,0.20%
11/26/2010,73.35,0.69%
11/25/2010,72.85,-0.37%
11/24/2010,73.12,0.29%
11/23/2010,72.91,0.34%
11/22/2010,72.66,0.26%
11/19/2010,72.47,0.15%
11/18/2010,72.36,1.02%
11/17/2010,71.63,0.00%
11/16/2010,71.63,-1.02%
11/15/2010,72.37,0.95%
11/12/2010,71.69,1.11%
11/11/2010,70.9,0.01%
11/10/2010,70.89,-0.01%
11/09/2010,70.9,1.10%
11/08/2010,70.13,0.29%
11/05/2010,69.93,0.00%
11/04/2010,69.93,-1.47%
11/03/2010,70.97,-0.03%
11/02/2010,70.99,-0.22%
11/01/2010,71.15,0.10%
10/29/2010,71.08,-0.25%
10/28/2010,71.26,0.20%
10/27/2010,71.12,1.28%
10/26/2010,70.22,-1.06%
10/25/2010,70.97,-0.53%
10/22/2010,71.35,0.63%
10/21/2010,70.9,0.97%
10/20/2010,70.22,-1.06%
10/19/2010,70.97,1.07%
10/18/2010,70.22,-0.52%
10/15/2010,70.59,1.10%
10/14/2010,69.82,-0.99%
10/13/2010,70.52,-0.14%
10/12/2010,70.62,-0.61%
10/11/2010,71.05,0.61%
10/08/2010,70.62,-0.14%
10/07/2010,70.72,0.13%
10/06/2010,70.63,-3.75%
10/05/2010,73.38,4.64%
10/04/2010,70.125,-1.26%
10/01/2010,71.02,-0.21%
09/30/2010,71.17,-0.01%
09/29/2010,71.18,0.08%
09/28/2010,71.12,-1.25%
09/27/2010,72.02,-0.14%
09/24/2010,72.12,-0.55%
09/23/2010,72.52,-0.01%
09/22/2010,72.53,-0.74%
09/21/2010,73.07,0.76%
09/20/2010,72.52,-1.12%
09/17/2010,73.34,-0.66%
09/16/2010,73.83,0.63%
09/15/2010,73.37,-0.01%
09/14/2010,73.38,-0.66%
09/13/2010,73.87,0.68%
09/10/2010,73.37,0.00%
09/09/2010,73.37,-1.19%
09/08/2010,74.25,-0.91%
09/07/2010,74.93,0.62%
09/06/2010,74.47,1.15%
09/03/2010,73.62,-1.52%
09/02/2010,74.76,-0.17%
09/01/2010,74.89,1.24%
08/31/2010,73.97,-0.01%
08/30/2010,73.98,0.01%
08/27/2010,73.97,-1.31%
08/26/2010,74.95,1.32%
08/25/2010,73.97,-0.01%
08/24/2010,73.98,0.01%
08/23/2010,73.97,-0.95%
08/20/2010,74.68,0.95%
08/19/2010,73.98,-0.70%
08/18/2010,74.5,0.65%
08/17/2010,74.02,-1.15%
08/16/2010,74.88,1.01%
08/13/2010,74.13,0.62%
08/12/2010,73.67,0.00%
08/11/2010,73.67,0.00%
08/10/2010,73.67,-0.18%
08/09/2010,73.8,-0.07%
08/06/2010,73.85,-0.05%
08/05/2010,73.89,-0.24%
08/04/2010,74.07,0.27%
08/03/2010,73.87,-0.16%
08/02/2010,73.99,-0.35%
07/30/2010,74.25,-0.28%
07/29/2010,74.46,-0.48%
07/28/2010,74.82,0.23%
07/27/2010,74.65,-0.85%
07/26/2010,75.29,0.25%
07/23/2010,75.1,-0.40%
07/22/2010,75.4,-0.09%
07/21/2010,75.47,-0.40%
07/20/2010,75.77,0.50%
07/19/2010,75.39,0.72%
07/16/2010,74.85,0.35%
07/15/2010,74.59,-0.19%
07/14/2010,74.73,-0.13%
07/13/2010,74.83,0.01%
07/12/2010,74.82,0.20%
07/09/2010,74.67,-0.40%
07/08/2010,74.97,-0.35%
07/07/2010,75.23,0.24%
07/06/2010,75.05,0.28%
07/05/2010,74.84,0.03%
07/02/2010,74.82,0.39%
07/01/2010,74.53,0.30%
06/30/2010,74.31,-0.08%
06/29/2010,74.37,0.60%
06/28/2010,73.93,-0.15%
06/25/2010,74.04,-0.47%
06/24/2010,74.39,0.69%
06/23/2010,73.88,-0.15%
06/22/2010,73.99,1.07%
06/21/2010,73.21,-0.91%
06/18/2010,73.88,-0.26%
06/17/2010,74.07,-0.56%
06/16/2010,74.49,0.00%
06/15/2010,74.49,0.13%
06/14/2010,74.39,-0.72%
06/11/2010,74.93,-0.27%
06/10/2010,75.13,-0.12%
06/09/2010,75.22,0.17%
06/08/2010,75.09,-0.33%
06/07/2010,75.34,0.49%
06/04/2010,74.97,0.42%
06/03/2010,74.66,-0.68%
06/02/2010,75.17,-0.37%
06/01/2010,75.45,1.71%
05/31/2010,74.18,0.04%
05/28/2010,74.15,-0.30%
05/27/2010,74.37,-1.72%
05/26/2010,75.67,-0.86%
05/25/2010,76.33,1.56%
05/24/2010,75.16,0.07%
05/21/2010,75.11,0.28%
05/20/2010,74.9,0.96%
05/19/2010,74.19,1.70%
05/18/2010,72.95,-0.05%
05/17/2010,72.99,0.88%
05/14/2010,72.35,0.32%
05/13/2010,72.12,-0.10%
05/12/2010,72.19,-0.35%
05/11/2010,72.44,0.95%
05/10/2010,71.76,-1.39%
05/07/2010,72.77,0.39%
05/06/2010,72.49,0.82%
05/05/2010,71.9,0.73%
05/04/2010,71.38,0.21%
05/03/2010,71.23,0.35%
04/30/2010,70.98,-0.35%
04/29/2010,71.23,-0.28%
04/28/2010,71.43,0.45%
04/27/2010,71.11,0.11%
04/26/2010,71.03,-0.08%
04/23/2010,71.09,-0.24%
04/22/2010,71.26,-0.04%
04/21/2010,71.29,0.24%
04/20/2010,71.12,-0.64%
04/19/2010,71.575,0.94%
04/16/2010,70.91,-0.27%
04/15/2010,71.1,-0.08%
04/14/2010,71.16,0.00%
04/13/2010,71.16,0.04%
04/12/2010,71.13,0.40%
04/09/2010,70.85,-0.40%
04/08/2010,71.135,-0.19%
04/07/2010,71.27,0.20%
04/06/2010,71.13,0.04%
04/05/2010,71.1,-0.03%
04/02/2010,71.12,-0.71%
04/01/2010,71.63,0.00%
03/31/2010,71.63,-1.04%
03/30/2010,72.38,0.61%
03/29/2010,71.94,-0.61%
03/26/2010,72.38,0.01%
03/25/2010,72.37,-0.82%
03/24/2010,72.97,0.83%
03/23/2010,72.37,-0.77%
03/22/2010,72.93,0.16%
03/19/2010,72.81,0.12%
03/18/2010,72.72,0.23%
03/17/2010,72.55,-0.44%
03/16/2010,72.87,-0.10%
03/15/2010,72.945,0.34%
03/12/2010,72.7,-0.40%
03/11/2010,72.99,0.52%
03/10/2010,72.61,-0.53%
03/09/2010,73.0,0.22%
03/08/2010,72.84,-0.18%
03/05/2010,72.97,-0.45%
03/04/2010,73.3,-0.03%
03/03/2010,73.32,-0.58%
03/02/2010,73.75,0.00%
03/01/2010,73.75,0.01%
02/26/2010,73.74,-0.69%
02/25/2010,74.25,0.18%
02/24/2010,74.12,0.18%
02/23/2010,73.99,0.05%
02/22/2010,73.95,-0.19%
02/19/2010,74.09,0.07%
02/18/2010,74.04,0.37%
02/17/2010,73.77,-0.23%
02/16/2010,73.94,-0.24%
02/15/2010,74.12,-0.29%
02/12/2010,74.335,-0.06%
02/11/2010,74.38,-0.01%
02/10/2010,74.39,-0.35%
02/09/2010,74.65,-0.32%
02/08/2010,74.89,0.17%
02/05/2010,74.76,1.01%
02/04/2010,74.01,0.61%
02/03/2010,73.56,1.01%
02/02/2010,72.825,0.01%
02/01/2010,72.82,-1.42%
01/29/2010,73.87,-0.40%
01/28/2010,74.17,1.85%
01/27/2010,72.825,0.01%
01/26/2010,72.82,0.00%
01/25/2010,72.82,-1.39%
01/22/2010,73.85,1.41%
01/21/2010,72.82,-0.01%
01/20/2010,72.825,-0.01%
01/19/2010,72.83,-0.27%
01/18/2010,73.03,0.56%
01/15/2010,72.62,-0.01%
01/14/2010,72.625,-0.47%
01/13/2010,72.97,0.48%
01/12/2010,72.625,0.00%
01/11/2010,72.625,0.01%
01/08/2010,72.62,0.00%
01/07/2010,72.62,-0.01%
01/06/2010,72.625,-2.03%
01/05/2010,74.13,0.07%
01/04/2010,74.075,-0.68%
01/01/2010,74.585,0.63%
12/31/2009,74.12,-0.90%
12/30/2009,74.79,0.90%
12/29/2009,74.12,-0.01%
12/28/2009,74.13,0.01%
12/25/2009,74.12,0.00%
12/24/2009,74.12,-1.17%
12/23/2009,75.0,0.15%
12/22/2009,74.89,1.04%
12/21/2009,74.12,0.00%
12/18/2009,74.12,-1.20%
12/17/2009,75.02,1.21%
12/16/2009,74.12,0.00%
12/15/2009,74.12,-0.01%
12/14/2009,74.13,1.38%
12/11/2009,73.12,0.00%
12/10/2009,73.12,0.00%
12/09/2009,73.12,-2.09%
12/08/2009,74.68,0.24%
12/07/2009,74.5,0.58%
12/04/2009,74.07,1.30%
12/03/2009,73.12,-1.40%
12/02/2009,74.16,1.42%
12/01/2009,73.12,-1.75%
11/30/2009,74.42,-0.29%
11/27/2009,74.64,0.44%
11/26/2009,74.31,1.63%
11/25/2009,73.12,-1.46%
11/24/2009,74.2,1.48%
11/23/2009,73.12,-1.94%
11/20/2009,74.57,-0.17%
11/19/2009,74.7,2.16%
11/18/2009,73.12,-1.32%
11/17/2009,74.095,0.64%
11/16/2009,73.625,0.00%
11/13/2009,73.625,0.01%
11/12/2009,73.62,-0.65%
11/11/2009,74.1,0.65%
11/10/2009,73.62,0.00%
11/09/2009,73.62,-1.70%
11/06/2009,74.89,-0.47%
11/05/2009,75.24,-0.07%
11/04/2009,75.29,0.23%
11/03/2009,75.12,1.68%
11/02/2009,73.88,0.01%
10/30/2009,73.87,-0.67%
10/29/2009,74.37,-1.82%
10/28/2009,75.75,2.89%
10/27/2009,73.62,0.00%
10/26/2009,73.62,0.06%
10/23/2009,73.575,-1.61%
10/22/2009,74.78,0.52%
10/21/2009,74.39,0.83%
10/20/2009,73.78,-0.39%
10/19/2009,74.07,0.01%
10/16/2009,74.06,0.11%
10/15/2009,73.98,0.22%
10/14/2009,73.82,0.61%
10/13/2009,73.37,-1.37%
10/12/2009,74.39,-1.63%
10/09/2009,75.625,-0.01%
10/08/2009,75.63,1.29%
10/07/2009,74.67,-0.49%
10/06/2009,75.04,-1.32%
10/05/2009,76.04,0.56%
10/02/2009,75.62,-1.00%
10/01/2009,76.38,0.33%
09/30/2009,76.125,0.01%
09/29/2009,76.12,-0.83%
09/28/2009,76.76,0.84%
09/25/2009,76.12,-0.79%
09/24/2009,76.73,0.80%
09/23/2009,76.12,-0.99%
09/22/2009,76.88,0.01%
09/21/2009,76.87,-0.20%
09/18/2009,77.025,-0.03%
09/17/2009,77.05,0.56%
09/16/2009,76.62,-0.52%
09/15/2009,77.02,-0.14%
09/14/2009,77.13,0.13%
09/11/2009,77.03,-1.00%
09/10/2009,77.81,0.88%
09/09/2009,77.13,0.33%
09/08/2009,76.88,-1.25%
09/07/2009,77.85,0.93%
09/04/2009,77.13,-0.39%
09/03/2009,77.43,0.39%
09/02/2009,77.13,-1.67%
09/01/2009,78.44,3.04%
08/31/2009,76.125,-0.32%
08/28/2009,76.37,-2.43%
08/27/2009,78.27,0.31%
08/26/2009,78.03,0.03%
08/25/2009,78.01,0.28%
08/24/2009,77.79,1.86%
08/21/2009,76.37,0.00%
08/20/2009,76.37,-2.46%
08/19/2009,78.3,0.29%
08/18/2009,78.07,-0.71%
08/17/2009,78.63,1.87%
08/14/2009,77.19,1.07%
08/13/2009,76.37,0.00%
08/12/2009,76.37,0.33%
08/11/2009,76.12,-0.33%
08/10/2009,76.37,0.32%
08/07/2009,76.125,-0.22%
08/06/2009,76.29,0.32%
08/05/2009,76.05,-0.45%
08/04/2009,76.39,0.69%
08/03/2009,75.87,-0.33%
07/31/2009,76.12,-0.92%
07/30/2009,76.83,-0.83%
07/29/2009,77.47,0.41%
07/28/2009,77.15,1.69%
07/27/2009,75.87,-0.33%
07/24/2009,76.12,0.00%
07/23/2009,76.12,-1.95%
07/22/2009,77.63,0.19%
07/21/2009,77.48,0.47%
07/20/2009,77.12,1.31%
07/17/2009,76.12,-2.25%
07/16/2009,77.87,2.30%
07/15/2009,76.12,-2.20%
07/14/2009,77.83,-0.57%
07/13/2009,78.28,-0.15%
07/10/2009,78.4,0.59%
07/09/2009,77.94,-0.36%
07/08/2009,78.22,0.90%
07/07/2009,77.52,1.53%
07/06/2009,76.35,-0.38%
07/03/2009,76.64,0.68%
07/02/2009,76.12,-0.33%
07/01/2009,76.37,0.20%
06/30/2009,76.22,-1.59%
06/29/2009,77.45,0.00%
06/26/2009,77.45,-0.14%
06/25/2009,77.555,0.33%
06/24/2009,77.3,-0.77%
06/23/2009,77.9,0.97%
06/22/2009,77.15,0.46%
06/19/2009,76.8,-0.26%
06/18/2009,77.0,0.69%
06/17/2009,76.475,0.23%
06/16/2009,76.3,-0.07%
06/15/2009,76.35,1.29%
06/12/2009,75.375,-0.43%
06/11/2009,75.7,0.33%
06/10/2009,75.45,0.10%
06/09/2009,75.375,-0.18%
06/08/2009,75.51,-0.81%
06/05/2009,76.125,1.10%
06/04/2009,75.3,0.80%
06/03/2009,74.7,0.00%
06/02/2009,74.7,-1.88%
06/01/2009,76.13,1.01%
05/29/2009,75.37,-0.70%
05/28/2009,75.9,0.00%
05/27/2009,75.9,0.00%
05/26/2009,75.9,0.32%
05/25/2009,75.655,0.34%
05/22/2009,75.4,-0.33%
05/21/2009,75.65,-0.63%
05/20/2009,76.13,0.01%
05/19/2009,76.125,-1.17%
05/18/2009,77.025,-2.99%
05/15/2009,79.4,0.00%
05/14/2009,79.4,0.67%
05/13/2009,78.87,0.22%
05/12/2009,78.7,0.00%
05/11/2009,78.7,0.00%
05/08/2009,78.7,-0.13%
05/07/2009,78.8,-0.19%
05/06/2009,78.95,-0.13%
05/05/2009,79.05,-0.25%
05/04/2009,79.25,-0.38%
05/01/2009,79.55,0.00%
04/30/2009,79.55,-0.62%
04/29/2009,80.05,-0.44%
04/28/2009,80.4,0.50%
04/27/2009,80.0,-0.06%
04/24/2009,80.05,-0.31%
04/23/2009,80.3,0.02%
04/22/2009,80.28,1.78%
04/21/2009,78.875,-1.04%
04/20/2009,79.7,0.38%
04/17/2009,79.4,0.13%
04/16/2009,79.3,-0.31%
04/15/2009,79.55,0.06%
04/14/2009,79.5,0.00%
04/13/2009,79.5,-0.58%
04/10/2009,79.96,1.38%
04/09/2009,78.87,-2.20%
04/08/2009,80.645,2.24%
04/07/2009,78.875,-1.16%
04/06/2009,79.8,0.57%
04/03/2009,79.35,-1.37%
04/02/2009,80.45,-1.34%
04/01/2009,81.545,0.00%
03/31/2009,81.545,0.00%
03/30/2009,81.545,0.43%
03/27/2009,81.195,-1.07%
03/26/2009,82.075,1.48%
03/25/2009,80.88,-1.46%
03/24/2009,82.08,2.66%
03/23/2009,79.95,0.00%
03/20/2009,79.95,-1.66%
03/19/2009,81.3,-0.94%
03/18/2009,82.075,0.00%
03/17/2009,82.075,-0.51%
03/16/2009,82.495,0.00%
03/13/2009,82.495,0.06%
03/12/2009,82.445,0.38%
03/11/2009,82.13,0.00%
03/10/2009,82.13,-0.05%
03/09/2009,82.175,-0.39%
03/06/2009,82.5,-0.11%
03/05/2009,82.59,-0.19%
03/04/2009,82.75,0.24%
03/03/2009,82.55,2.23%
03/02/2009,80.75,0.00%
02/27/2009,80.75,4.36%
02/26/2009,77.375,0.01%
02/25/2009,77.37,-2.92%
02/24/2009,79.7,0.00%
02/23/2009,79.7,1.37%
02/20/2009,78.625,-1.10%
02/19/2009,79.5,1.11%
02/18/2009,78.625,-0.41%
02/17/2009,78.95,1.54%
02/16/2009,77.755,-0.19%
02/13/2009,77.905,0.13%
02/12/2009,77.805,-0.15%
02/11/2009,77.925,0.15%
02/10/2009,77.805,-0.06%
02/09/2009,77.855,0.30%
02/06/2009,77.62,-0.49%
02/05/2009,78.005,0.32%
02/04/2009,77.755,2.14%
02/03/2009,76.125,-2.72%
02/02/2009,78.25,-0.26%
01/30/2009,78.455,0.58%
01/29/2009,78.005,0.00%
01/28/2009,78.005,-0.57%
01/27/2009,78.45,-0.32%
01/26/2009,78.7,1.71%
01/23/2009,77.38,0.32%
01/22/2009,77.13,-1.53%
01/21/2009,78.33,0.49%
01/20/2009,77.95,0.17%
01/19/2009,77.82,-0.17%
01/16/2009,77.955,-0.57%
01/15/2009,78.4,0.26%
01/14/2009,78.2,0.00%
01/13/2009,78.2,0.64%
01/12/2009,77.705,-0.22%
01/09/2009,77.875,0.09%
01/08/2009,77.805,0.69%
01/07/2009,77.275,0.19%
01/06/2009,77.13,0.33%
01/05/2009,76.875,-2.26%
01/02/2009,78.655,0.84%
01/01/2009,78.0,0.70%
12/31/2008,77.46,-0.30%
12/30/2008,77.69,0.18%
12/29/2008,77.55,0.52%
12/26/2008,77.15,0.00%
12/25/2008,77.15,0.00%
12/24/2008,77.15,-0.45%
12/23/2008,77.5,4.24%
12/22/2008,74.35,-0.69%
12/19/2008,74.865,0.33%
12/18/2008,74.62,-0.84%
12/17/2008,75.25,-0.50%
12/16/2008,75.625,-1.00%
12/15/2008,76.39,-1.24%
12/12/2008,77.35,1.22%
12/11/2008,76.42,-2.18%
12/10/2008,78.125,-0.64%
12/09/2008,78.625,0.00%
12/08/2008,78.625,-0.25%
12/05/2008,78.825,-0.06%
12/04/2008,78.875,-1.04%
12/03/2008,79.7,-1.23%
12/02/2008,80.695,0.87%
12/01/2008,80.0,0.38%
11/28/2008,79.7,0.25%
11/27/2008,79.5,0.00%
11/26/2008,79.5,-0.44%
11/25/2008,79.85,0.16%
11/24/2008,79.725,-0.24%
11/21/2008,79.92,-0.69%
11/20/2008,80.475,1.34%
11/19/2008,79.41,0.49%
11/18/2008,79.02,1.31%
11/17/2008,77.995,-0.77%
11/14/2008,78.6,0.19%
11/13/2008,78.45,1.45%
11/12/2008,77.325,2.13%
11/11/2008,75.71,0.28%
11/10/2008,75.5,-0.03%
11/07/2008,75.525,-0.78%
11/06/2008,76.12,0.98%
11/05/2008,75.38,-1.29%
11/04/2008,76.365,-2.78%
11/03/2008,78.55,-0.38%
10/31/2008,78.85,-0.22%
10/30/2008,79.025,-0.58%
10/29/2008,79.485,-0.01%
10/28/2008,79.495,0.15%
10/27/2008,79.375,-0.44%
10/24/2008,79.725,0.25%
10/23/2008,79.525,1.05%
10/22/2008,78.7,0.77%
10/21/2008,78.1,-0.03%
10/20/2008,78.125,1.30%
10/17/2008,77.125,-0.24%
10/16/2008,77.31,0.00%
10/15/2008,77.31,1.06%
10/14/2008,76.5,-0.93%
10/13/2008,77.215,2.88%
10/10/2008,75.05,-0.10%
10/09/2008,75.125,0.10%
10/08/2008,75.05,-1.77%
10/07/2008,76.4,1.80%
10/06/2008,75.05,2.81%
10/03/2008,73.0,-2.01%
10/02/2008,74.5,0.00%
10/01/2008,74.5,2.05%
09/30/2008,73.0,-2.01%
09/29/2008,74.5,2.05%
09/26/2008,73.0,0.00%
09/25/2008,73.0,-0.17%
09/24/2008,73.125,0.52%
09/23/2008,72.75,0.10%
09/22/2008,72.675,-0.88%
09/19/2008,73.32,-1.62%
09/18/2008,74.525,1.05%
09/17/2008,73.75,0.14%
09/16/2008,73.65,0.03%
09/15/2008,73.625,1.55%
09/12/2008,72.5,0.00%
09/11/2008,72.5,0.49%
09/10/2008,72.15,0.87%
09/09/2008,71.525,0.88%
09/08/2008,70.9,1.07%
09/05/2008,70.15,-1.06%
09/04/2008,70.9,0.46%
09/03/2008,70.575,0.25%
09/02/2008,70.4,-0.32%
09/01/2008,70.625,0.68%
08/29/2008,70.15,-0.32%
08/28/2008,70.375,-0.11%
08/27/2008,70.45,0.00%
08/26/2008,70.45,1.15%
08/25/2008,69.65,0.22%
08/22/2008,69.5,-0.07%
08/21/2008,69.55,-0.54%
08/20/2008,69.93,0.22%
08/19/2008,69.775,0.04%
08/18/2008,69.75,1.31%
08/15/2008,68.85,0.29%
08/14/2008,68.65,0.51%
08/13/2008,68.3,0.77%
08/12/2008,67.775,0.41%
08/11/2008,67.5,-0.22%
08/08/2008,67.65,0.49%
08/07/2008,67.32,0.10%
08/06/2008,67.25,-0.50%
08/05/2008,67.59,-0.46%
